,FP_1,FP_2,FP_3,FP_4,FS_1,FS_2,FS_3,N_1,N_2,N_3
P63000,14018.85794,3854.608617,3609.454298,13010.14481,2102.82827,2563.335598,8369.64354,2105.837227,4960.443334,2203.1663
P63104,86016.5014,36276.27813,29867.69943,119707.6421,55610.0806,20096.6365,64594.71225,18771.16238,51845.296,19073.2894
P63208,1989.082028,1836.185076,1699.755755,4026.256766,2275.905769,682.2632808,2231.118426,1188.776024,1790.183915,680.0267223
P63244,10865.10654,4686.523817,5810.127275,26257.07265,7921.575235,2667.988837,9298.50983,3406.093633,6528.568765,1995.343152
P67936,8694.883525,10716.17214,16928.99392,25460.93607,22949.28008,2245.400313,13278.03162,5824.228298,16176.97478,3166.503828
P68036,3792.60641,2612.597292,2142.103633,6437.315845,2486.331093,1177.113951,4453.462832,1748.842448,3272.472787,1374.247686
P68133,142684.4745,339400.9857,251484.1903,77384.73905,258989.7121,69830.7902,145476.8658,164720.8011,237913.4436,33169.73645
P68366,7076.96837,14366.38247,7969.594088,17800.84345,15671.74675,5202.121163,17049.6059,7913.997223,15732.37203,4845.954852
P68871,2082599.11,1519890.473,1940282.839,26083224.37,1049502.864,658914.1607,7199433.66,1746050.315,2520924.477,1511784.657
P69905,2031017.708,2261848.84,2128558.262,19981185.64,1162595.845,542346.4785,6131130.6,2030291.064,2804298.469,1040533.033
P78371,10978.19877,7351.548337,1370.901348,13636.62079,9369.39158,2829.428942,12531.24134,4197.385073,7574.14519,3162.972393
P78417,31581.55164,16703.32649,16253.34664,54019.55415,26719.30246,7545.364707,30790.72367,5588.424493,21061.79038,7683.799058
P78539,9084.51654,4904.075003,3389.511993,16138.57631,10644.85422,1391.511367,2381.303257,911.9990113,5182.873515,1702.411253
P80748,7914.84377,8168.15221,13715.02784,14239.76544,2071.261758,968.0467453,3759.813656,1252.283528,2021.339809,1021.888477
P83731,3411.413401,1929.734785,1679.934537,4444.090877,860.8637715,651.9851322,2966.951639,1265.92515,804.8925435,534.1005273
P98095,110378.3976,47854.0663,51558.2834,64614.0095,44625.58556,7712.976763,41628.28663,9774.96201,14665.11933,4009.571802
P98160,1257296.677,687997.7583,711262.7118,1208442.964,1103787.495,342340.8767,1119395.815,589751.2138,1107734.697,284640.7048
Q00325,15817.69486,6453.239107,2972.06354,20926.16411,11542.45059,3433.850778,12490.22779,5467.573835,11725.09576,2910.26814
Q00577,3387.750432,2280.411289,1692.214278,4890.796006,3043.748301,863.1910477,3094.172599,1145.559828,2113.127221,659.3719645
Q00610,26055.05574,14835.03036,12622.87348,46577.22056,25621.89341,7693.491555,31613.13124,9946.086543,18794.35682,6820.959777
Q00796,3542.572011,1048.405159,869.7853885,4954.472575,1026.504275,691.1911383,2315.231035,977.2699685,2097.471728,869.3789317
Q00839,6225.314285,4789.768447,4918.250905,5902.454205,3688.672335,1479.231615,5546.07211,2188.615094,4811.874398,1301.776509
Q01082,52949.0185,24517.45215,11247.05082,65550.37335,41834.85793,13661.85504,62054.47335,22417.89384,40600.86877,10345.17784
Q01469,12469.48158,3910.39939,6581.690423,53698.6587,3804.389073,3035.238387,6275.583755,2009.098692,7512.53895,363.2074448
Q01518,73424.83635,42616.5597,44933.76033,145332.6154,76628.63735,25442.18498,63074.935,33002.67128,68865.4004,22494.76515
Q01813,15952.25785,9739.620033,6595.549585,14974.76199,15611.98842,5509.798492,11490.01744,5120.85813,8669.14646,3725.568882
Q01995,3829919.107,3161192.315,1971662.076,1734893.364,4568956.433,1325190.491,3307094.688,2262324.328,3790587.17,1275568.304
Q02252,5058.80088,1983.106323,2040.366916,8693.395105,5008.88813,1521.797224,3071.468836,2695.955828,5276.31333,1174.933052
Q02543,1546.2299,1070.389611,707.010825,3227.906699,1042.703714,343.523732,1140.715428,296.532711,819.215811,252.7018918
Q02878,874.37569,1204.261384,840.3202848,3881.650413,1127.695351,321.969754,2103.897466,747.804539,1533.045938,264.6260933
Q03135,43773.20289,19342.18012,13884.10963,44305.10849,38258.0436,14191.56313,51132.70025,19981.93129,29657.55402,12206.36191
Q03252,9214.17929,7431.00533,8962.537753,18090.39117,13382.15673,3618.862095,13711.43753,4111.996833,13534.60431,3848.850195
Q03591,8182.938105,2343.783527,1303.007139,4307.63254,2521.498486,637.4558908,2736.38397,268.8530763,235.9622112,2345.474842
Q04446,2595.543916,1213.209851,1288.462862,1944.911179,2051.456915,616.207443,1591.139866,426.2296378,788.110915,489.9434235
Q04760,27489.3411,8924.365173,7590.742095,29212.01482,19195.18119,5287.15422,20617.83102,10822.12813,13577.92005,7903.161375
Q04917,22206.63181,9037.952253,11156.52172,38352.74918,18965.19531,7778.770018,21089.41714,5143.964775,15413.11626,6842.845222
Q05397,14220.21884,11167.50767,9396.983293,36516.75341,10305.30385,3220.372407,15695.09052,7522.92449,13241.88265,4956.622213
Q05682,185309.4109,119248.4481,78028.6574,148265.1834,240012.2575,71144.93743,286598.771,84025.4326,224760.4741,110912.6719
Q05707,1115447.821,764441.9537,473276.3003,1280231.655,1289259.984,157059.6137,599178.6725,243634.9276,393779.4438,197240.6545
Q06124,2456.35795,1094.946184,889.9517783,3240.756875,2372.545983,559.3481818,2066.474345,1532.974168,2137.173528,720.9512055
Q06828,123217.0086,64983.86147,85485.41015,71578.82865,88866.2026,16854.9506,48870.68465,29481.5665,46091.33187,14853.28425
Q06830,101591.5058,70224.78557,58058.9108,154364.8292,111900.5286,21910.42963,77168.17475,41639.72283,73617.61905,24065.48578
Q07507,163298.3371,88192.3192,71970.89563,140324.1577,30113.449,15702.64839,117704.7021,24885.95433,40125.38929,23332.97888
Q07954,20060.65205,16250.77686,17886.94973,36182.936,26851.48553,6614.038008,26920.35459,8749.394318,20091.54727,5849.00035
Q07960,26101.15662,17094.49594,16828.26656,29389.93112,30073.73075,11604.23913,27530.49498,13004.63302,33544.19393,6742.57138
Q08209,939.02653,836.5962807,424.283897,1913.527557,934.197784,290.4682582,595.9691185,418.2631625,1039.93471,150.6209951
Q08211,2502.375008,374.6350147,526.360556,3126.277842,2315.167128,564.8158195,2282.331946,643.9870558,1634.854485,272.5877655
Q08257,14038.00754,7991.07148,6397.546598,20280.30519,11361.09469,3986.553375,12918.05994,4583.256393,5381.82414,3766.564228
Q08380,42115.57005,47312.21187,76658.4307,197729.9844,55188.92235,12062.87774,33700.03804,17483.8805,56407.9853,25154.7975
Q08397,4659.328709,863.8868587,4707.78513,8771.489235,2653.052765,1405.708083,3219.331269,1518.932288,5246.94548,2876.075823
Q08431,651215.2015,512625.7807,549136.6525,1013395.484,678557.886,247859.7028,238736.936,147164.1975,780198.524,153540.6292
Q08722,3388.124397,2249.77965,1325.458983,4102.795475,3512.22919,1058.679959,1656.817281,835.513113,2878.314284,630.6397885
Q09666,696348.9285,368171.8827,265060.4173,1001240.462,664986.7285,200005.6018,952183.1615,293908.8015,563067.803,255113.6608
Q0ZGT2,17536.0648,9508.578693,7127.532255,6580.043725,22760.55051,5854.176235,22850.8631,8164.63182,21312.37395,10982.70215
Q12765,12913.79088,6538.316997,1311.076832,9536.589175,9384.772225,3692.446978,13479.33708,5019.904323,9235.931245,4246.697587
Q12792,1547.158366,897.549285,984.136559,1859.255306,888.5941705,336.1235247,1303.422629,384.728555,1304.03559,333.5894575
Q12805,451800.8563,231411.8683,438464.6975,787429.8105,236692.7523,78052.12477,284582.9296,68755.90355,172898.9853,121651.4216
Q13011,4636.233137,2534.516291,2285.747321,6408.743945,1876.565405,549.3344043,3844.335007,1158.321658,3030.990303,788.4925472
Q13228,41232.23854,30425.86897,12862.24476,86589.72425,42126.77353,10756.09267,43066.50123,29722.301,36126.79825,12343.3674
Q13361,18137.11709,4892.83321,8775.883588,4387.964085,4362.656741,546.6533477,4967.237642,1770.048355,3222.230946,1087.042852
Q13418,70115.8894,61856.39453,48077.5415,49456.5453,66257.1062,25018.36943,76618.23095,33428.0656,80483.36605,23638.76095
Q13425,4369.434782,2714.920096,268.533053,3927.762682,4855.760233,1467.304901,4060.318017,1686.208936,5391.76063,1407.636867
Q13464,853.1306,1470.646921,277.6487213,4246.169456,2453.203897,720.4864373,1663.013438,864.6042835,1647.746162,449.3248405
Q13561,4308.517146,13150.29023,9511.8313,18061.55605,19139.94658,3994.529058,16079.21514,7858.94733,11376.54575,5153.555787
Q13642,168317.8523,60945.80927,35487.35473,99031.06335,151611.5456,41065.81277,148595.3818,38952.00418,135332.0584,60624.10013
Q13643,2426.189277,1899.103146,2224.704245,2134.684584,3078.323087,758.1316635,2630.064592,858.8846635,1998.831817,828.762711
Q13683,12244.1998,7271.956437,3783.263893,17000.0406,11958.58753,5876.99896,19341.99847,8356.658683,23394.21595,6542.720535
Q13813,80666.8652,42153.80253,16200.57722,131165.1172,66535.76735,19110.2285,92716.1646,32422.00803,63109.5962,18379.87628
Q13976,17041.01229,11255.28359,10464.45265,15978.36788,22314.5118,8070.49598,19076.73418,11856.39707,25263.60105,6921.458023
Q14019,4399.235937,1844.526487,2023.008968,14286.18879,2859.985778,687.8977945,4682.883237,1977.290799,3080.819963,869.4958588
Q14103,4920.36929,3191.756503,3247.092095,11545.17692,3401.325689,1246.022629,4892.131292,1905.861292,4159.341378,1548.291894
Q14112,13645.27964,2526.476161,5112.069993,30134.2602,8076.784045,2116.820025,10873.93171,1832.981577,5733.61271,2410.127257
Q14192,17105.29561,3881.597917,5549.313515,15364.33528,13506.64949,1476.348099,9993.97512,3010.882975,1054.467747,2860.804435
Q14195,132882.0738,87474.19343,69716.82043,137232.4581,129133.6371,41577.36083,147700.3296,63172.79648,127439.1726,43413.25858
Q14203,2647.712056,1251.710745,938.715113,1852.351627,2964.773211,525.5730027,2529.035636,787.4996298,1861.101017,657.7562447
Q14204,35414.95249,17400.31769,8306.554795,58511.61185,44247.80977,9546.561862,33125.1981,14756.77421,34092.57781,6676.064665
Q14314,11203.60949,6289.963297,4617.977753,5551.754485,10679.64162,1016.689826,4800.535917,1515.498196,3187.140413,1679.214807
Q14315,166919.9963,58991.98557,43225.37005,101176.8273,130683.4633,65269.31275,209427.8094,73490.34895,147771.8086,74623.46228
Q14515,4603.63369,4907.087803,4281.388365,1983.186517,6268.743935,1659.003521,5059.761975,1632.746538,5415.497805,6020.812315
Q14624,172940.1907,64561.17003,71920.16588,152537.807,40595.5398,11194.59575,30387.92697,8112.211638,16746.18849,8156.243575
Q14697,11398.90958,9561.90976,8949.724563,29760.36077,10768.93984,2630.36815,10978.8112,6714.65595,8266.16656,2241.46878
Q14764,5973.60349,2668.086784,4158.789685,8427.68123,4804.370782,752.9695557,2578.590963,1699.106118,3275.648783,597.061634
Q14766,61101.717,31112.96739,39145.9646,87357.9829,31332.59134,8075.146417,34322.06911,9039.667933,21030.91365,12311.71441
Q14767,99477.31305,51573.30127,71934.28653,135105.1199,57327.7368,15559.3315,86839.5688,27894.07225,53225.73215,30579.97847
Q14847,47824.40621,25565.41213,22944.6552,30371.52182,41077.45161,12503.29498,54253.53865,16028.14247,33015.27821,13450.74966
Q14956,2711.421536,2660.356927,8793.612858,3873.167382,3262.216798,695.3667153,4065.993958,710.2673578,1453.844747,681.681418
Q14974,2462.322049,1374.82637,839.441666,4014.650927,3090.559748,725.1012905,3550.783906,1755.834384,3851.530979,439.4391862
Q14BN4,13155.64318,5441.837433,2266.109149,12371.10581,14359.95865,6091.360793,15161.96084,11349.36572,21094.76481,6285.126602
Q15019,21749.16925,13528.28429,7210.478038,31929.33642,11894.12453,5073.712658,26244.39744,7334.880865,14348.6237,6504.914107
Q15084,16262.26207,10020.26016,11932.47796,55461.31035,19655.33392,4458.726108,18505.88876,9515.142763,13132.17644,4997.192372
Q15113,22321.91624,10644.26963,11817.42076,38498.95882,12677.58746,2877.356663,25795.52436,5399.394728,7485.931235,4412.320683
Q15121,5733.44693,3539.406717,1909.170325,8470.359605,2361.85191,1720.710772,10919.7294,4328.96727,4268.201153,2814.269815
Q15124,208303.7552,124022.1632,96231.75293,165370.0355,224493.6387,105467.6166,180527.4247,114085.7287,246797.0342,63757.03763
Q15149,64468.43515,33637.4695,29849.44718,137583.0262,60934.0458,14955.63361,60675.89795,18812.52231,49074.48717,12893.98772
Q15257,5088.80191,2888.988025,2574.274178,5367.91561,3759.871152,1106.102146,4175.536824,1946.217678,3985.084773,857.3401653
Q15365,16576.19938,5713.664,5525.099205,28595.34996,15087.68936,3210.666613,12837.56563,3543.88272,12317.237,5018.888843
Q15366,4109.348457,2415.798456,1120.076645,7190.486895,3341.43617,1046.256298,3518.409678,1148.506651,3583.345097,1306.205565
Q15370,1411.151104,1305.235172,1371.764277,3363.419818,1265.971877,299.496732,1549.85692,596.412502,1105.320498,541.63701
Q15404,75922.66575,63510.73687,56067.89818,78479.1576,64818.11115,27067.01577,68409.4831,45018.51388,87226.93105,29396.06212
Q15417,46679.55699,23806.74596,20058.54985,14848.05495,48765.69341,5290.786223,33478.24904,4548.25804,15548.65736,9674.606857
Q15435,3100.074505,1702.155918,595.8184978,1501.962992,2288.273617,625.8801065,2435.359392,1213.595849,1928.532986,816.2999362
Q15582,324169.1245,173038.1813,360481.54,721956.1315,283254.0374,52002.19268,170228.9832,117500.0982,109069.5456,33345.59953
Q15691,5686.307975,805.060802,977.6567465,8831.43279,7465.086725,1843.008675,7385.968665,2463.149118,6121.945485,2729.609873
Q15717,564.345673,778.6830577,770.6845273,2570.418008,784.2817285,262.5668633,786.675149,562.1295873,918.783127,285.551319
Q15746,104696.0614,74271.38153,41047.18028,95363.4988,81174.0704,39686.51033,137707.9802,42942.00953,124867.0936,46149.58882
Q15847,28066.21461,19204.6705,18145.51465,5259.706125,22680.75211,4993.060093,29458.03883,4415.883063,18651.82338,8291.97349
Q15848,4677.788404,1028.381277,1022.204804,4640.76796,2089.61901,489.4541997,2466.4563,494.5750358,785.2440535,796.5309897
Q15942,46878.6612,36145.60353,26948.07058,11027.89155,38869.37902,13433.9959,69366.77555,15810.30191,47947.98355,27465.82018
Q16270,78183.86545,31545.19186,103978.2407,83181.4365,76684.73145,9476.265415,48287.76276,13769.95607,21943.52512,21396.94965
Q16527,80520.503,53185.37443,44245.87513,50148.5883,111831.7681,10891.53205,39782.30539,11276.42993,20949.02961,16534.31793
Q16531,2564.066365,602.5061677,494.270056,4074.247506,2008.716815,693.8353842,2423.877456,1304.303452,2227.831125,475.0192743
Q16555,72901.9299,44427.74753,32921.1084,99584.4345,58917.82415,18496.71438,68454.07315,27279.37745,64505.1211,20458.34398
Q16563,5938.199305,3275.597798,3243.059863,6318.409845,3899.34194,1043.985069,2427.871981,1138.252714,2166.640743,568.5987445
Q16610,2398.051622,1665.467201,1689.233251,4374.455846,834.0969245,311.3436895,1205.106233,257.409969,512.343858,355.5918297
Q16647,34939.88778,5368.900677,5456.378675,28567.71132,18662.92039,8655.322175,27334.39169,12461.15311,23017.21813,7444.795353
Q16658,5027.86493,2697.351421,2978.559043,9415.82863,2439.872496,686.3026578,4132.688582,1331.105228,2147.706208,570.945554
Q16774,754.945401,909.9782117,566.6985655,1231.870007,742.8716025,231.742687,776.4844665,438.3746455,478.375781,338.2441007
Q16775,5649.227395,4842.649843,4612.7165,10799.22064,7645.62836,1789.75565,6495.421945,2420.029604,5567.820525,2286.66878
Q16836,4850.121868,2767.082017,375.3479765,6251.27545,3272.295645,1284.7231,4772.667142,2174.267704,4540.497798,1257.74578
Q16851,14371.15892,7017.082497,6324.746768,21071.41656,15881.33066,3765.54105,8766.16977,5643.880443,11574.46592,2730.649225
Q16853,162240.2736,74895.9756,66208.0987,122147.2612,184458.271,52025.26082,106225.5535,56633.519,140518.1705,36674.24225
Q16881,464.4840783,916.8042287,363.9416238,1139.0233,608.195957,146.5083979,443.3318352,404.22515,648.540023,140.5038487
Q16891,3838.442933,1724.437153,1132.879374,8500.474965,6163.6127,1621.493268,6698.910455,3109.129728,5635.38866,1610.334119
Q53GG5,72872.91535,56841.20567,32693.13825,44089.62277,90484.78935,30466.8656,72498.29695,33928.09728,80542.617,28662.0198
Q53GQ0,5127.35901,1719.895468,1556.629824,5257.81569,3937.856885,1161.636217,4509.200383,1306.148117,3270.124831,1096.427728
Q53TN4,5465.52668,1610.431877,943.1029765,3271.207244,4802.923192,966.8258522,5497.023065,507.20538,2834.523802,932.3447627
Q562R1,128139.8087,154169.5055,111095.5747,86145.83085,154064.7586,49470.95615,37850.76701,45890.7656,46232.65085,24001.35305
Q5JTV8,1300.476758,256.5287328,184.6929608,2279.937035,878.384136,351.2306963,1336.702591,565.2098288,954.28584,376.5536688
Q5SSJ5,9674.5433,4735.178297,4383.836345,13884.05247,8235.114215,3012.219337,9452.57771,2508.182908,6691.195995,2306.546387
Q5T4S7,9393.42466,2658.83254,2418.345518,12225.85336,12864.32659,5029.306507,12758.46475,5120.645433,8802.884265,5001.278915
Q63ZY3,6421.130185,8337.63349,4031.625325,4119.091508,8591.13092,4529.807853,18865.67465,5463.783958,16982.27214,4934.051742
Q6DD88,3290.687129,1330.857468,869.2571713,3055.996714,5169.97777,1212.145607,5381.27475,1925.845157,4279.241698,1243.206664
Q6IBS0,1173.405974,3213.889346,2813.859885,4919.65506,4314.515321,981.3882233,2871.21775,1365.869612,3332.235257,1124.236298
Q6NZI2,121450.9904,94893.7771,52743.79098,136478.6768,134255.8444,37890.0183,140949.5833,62187.04183,117232.5567,38587.71282
Q6UVK1,9107.792645,5421.37737,1205.663515,2954.056773,13111.86451,3939.263707,12870.0792,6144.666235,13134.09013,5844.842943
Q6UWY5,15252.04031,9654.22737,7166.494808,16034.72201,10530.22318,1648.647403,8764.72988,6509.229168,4716.005664,1008.613118
Q6UX71,7000.756845,4029.265617,5306.072128,5196.34064,3769.339296,768.4166142,5685.415985,1492.136314,2830.424079,962.9973777
Q6UXI9,5358.39211,2200.963287,2093.512884,7764.521235,5703.414745,1819.73195,2672.374037,1637.889942,3964.917378,2467.51602
Q6ZMP0,2369.726985,3019.671626,2225.059877,2814.762783,5453.479255,985.8337465,1865.586922,1452.302003,1305.573906,1491.977916
Q7KZF4,1998.959867,433.7668483,405.8642848,6503.50502,3691.314187,860.984851,3701.628298,1297.787185,3618.84781,447.2484988
Q7Z5L7,1871.521565,1829.966116,1141.294239,3932.763961,1332.466026,289.1774245,1550.372493,730.8583763,1218.184311,315.5519768
Q7Z7G0,60816.6653,27209.81671,20051.33262,59221.48235,26770.1943,16670.89637,73306.95595,20715.34976,49475.62698,11991.99557
Q86T65,11715.23253,5378.163917,5228.1784,49057.51983,3634.18866,1644.070588,6610.752225,1215.711218,1793.256867,2486.826707
Q86UP2,1298.793915,226.2073676,222.4003442,1068.131968,1090.722994,371.3932242,1609.338177,595.7512073,466.7059248,511.0198275
Q86UX2,9727.672145,4391.017537,1834.466821,5286.99779,7264.41454,2604.171098,9018.52153,2342.337132,6762.1867,2032.15747
Q86VP6,7138.995005,3528.646073,461.2852478,17232.39667,8620.896995,2161.520663,7294.0946,3551.32712,7381.8925,1498.863622
Q8IUE6,8547.16728,4801.864617,4281.037963,11030.71524,5361.42157,1992.33801,5965.125595,3876.289708,7483.39191,1074.73598
Q8IUX7,131313.3544,65484.34613,86958.66533,125911.3815,61728.4109,16395.55124,83210.1253,19145.45137,38949.57123,17556.30798
Q8IVL1,12813.91639,4415.119943,3756.61246,42596.05906,9858.54134,2198.454213,8316.739315,1515.633549,4901.707634,1624.79056
Q8IVN8,11832.45126,6803.758223,6262.825073,7008.849545,7452.6465,2646.564923,10241.3105,2106.900713,5439.30858,3631.873665
Q8IX30,6001.1802,5752.335767,1894.97645,2849.891382,8105.102525,3131.805508,2940.244062,3205.810253,8768.069745,2787.612798
Q8IXB1,1815.072168,614.7911997,2111.927266,2168.556881,138.9957974,522.4833455,1397.869909,1619.539978,1184.315599,983.385211
Q8N1G4,1430.152403,1324.948781,962.212932,2316.944105,1471.339683,669.2960465,2112.025859,909.935849,2328.417852,616.3309828
Q8N2S1,61024.79625,37352.11777,38780.18728,51786.44725,46348.67022,18820.28173,62990.8642,29951.43385,55958.6351,34670.06462
Q8N335,10352.51636,6280.70006,1361.597404,1913.539522,12623.66473,3947.754742,9258.23945,6100.077178,13156.94406,2832.222257
Q8N3V7,4181.64624,8028.79894,5141.697223,2449.011367,8768.05358,2631.63199,9191.168595,2200.158749,8186.453825,3433.522793
Q8N436,5798.45884,1721.26247,2885.775868,2832.961216,4212.134507,803.5832432,2726.453396,1322.347906,2222.826078,698.7197035
Q8NBS9,5550.84232,2048.13785,3581.045628,17092.52837,3001.501287,637.11355,4653.946158,1886.057253,1700.346999,1600.944519
Q8WUM4,20736.75528,7134.44682,7078.78984,27154.90988,18699.65299,6175.780335,19928.31106,7786.069548,18179.28805,5742.265992
Q8WUP2,52513.607,38614.16647,28488.37275,38104.95855,51341.9515,13139.99993,45537.20752,13333.2888,29533.23748,21231.4801
Q8WWX9,1443.376585,1722.319199,1068.337513,3178.025523,1761.454845,448.8898733,2213.955905,1046.315334,1673.941695,909.2262683
Q8WX93,57825.78215,50503.98187,36050.19365,42197.03358,66831.61855,27472.1805,89959.47825,34084.52638,96223.13525,30078.96358
Q92499,1512.308681,1703.8242,545.3031555,3643.850374,5849.48564,1880.18763,5850.53848,2091.141787,4501.083052,2050.535103
Q92522,5457.13181,2443.39481,1914.086405,5145.538175,719.226122,674.2863703,2505.676957,1055.691411,1931.904033,713.3344092
Q92597,3101.757348,1885.154329,4109.336005,1173.840815,7057.2282,1543.527894,4706.107216,1567.696013,3926.349073,827.4174588
Q92626,9008.111585,1340.408496,1941.45433,13181.36084,4958.493897,384.0892853,263.2159394,1085.267918,1270.071193,849.1080255
Q92629,3983.767086,1757.946691,3502.644603,5684.419985,8135.094785,2628.17177,5452.386575,3480.0349,7084.60742,2053.546862
Q92747,5345.535445,3830.047547,920.9963038,5933.50281,5147.90202,1887.660232,5248.665825,2738.746628,4721.010712,2086.853367
Q92765,39993.25326,25386.35284,14511.69437,9917.75123,58004.03285,4042.150023,19727.2843,5764.63442,5607.529685,5814.382843
Q93052,158891.3511,107840.7258,91355.94245,71033.11495,162705.0623,54424.22372,226185.3041,63908.5353,187930.3195,74085.95197
Q93062,1891.464225,1744.461035,1046.23084,2170.447317,2837.53456,781.0758643,2361.047302,1346.286004,2621.581127,760.0296578
Q969G5,51015.6186,34018.74617,24033.14864,34155.86267,57736.22865,14271.56537,45930.11081,19514.57762,50537.7274,14239.83039
Q96A00,8809.84557,3930.720057,3702.770918,6314.97595,5323.286615,2018.473712,5853.27891,2668.63391,4432.153249,2060.007378
Q96AC1,93040.5988,55350.09417,45553.29105,67995.73545,74123.854,30164.64855,95055.7483,37418.84438,85981.55755,29599.20817
Q96AE4,1778.185018,1057.506515,531.794394,1774.568581,1443.735948,439.487156,1826.48703,808.4928393,665.119242,616.7573535
Q96AQ6,1364.560202,520.0273777,557.9280688,2039.947441,1654.039132,314.7744605,847.7031225,656.3099555,459.7503813,682.4491212
Q96C12,11946.63959,5558.257447,7215.028028,35519.48885,10722.75267,1169.646257,5882.16954,4515.522015,4878.375282,1040.156268
Q96CW1,6015.51983,3695.253947,4195.62368,7409.43044,4970.481753,1548.14152,5294.184825,2221.235104,4819.345167,1276.584035
Q96CX2,8132.968625,4713.953793,5166.434523,23304.64309,7320.32771,2027.848208,7196.135855,3393.89255,5443.94561,2082.199905
Q96FW1,745.0675625,749.8770863,601.2523355,1013.548633,678.055753,135.0332299,588.746461,306.4366643,468.8551509,123.5435146
Q96G03,745.441528,849.641258,503.56354,8004.52279,2901.518045,509.9566143,2300.915774,1243.568745,735.826573,486.7863918
